node_gene_ID	node_gene_Name	type	target_gene_ID	target_gene_Name	clipExpNum
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001031	Tlk1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001032	Tlk1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001033	Sp3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001034	Chn1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001035	Chn1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001036	Atf2	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001037	Lnp	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001039	Nckap1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001045	Ckap5	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001047	Phf21a	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001054	Ryr3	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001057	BC052040	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001073	Tasp1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001074	Tasp1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001075	Tasp1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001076	Tasp1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001077	Tasp1	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001081	Snx5	1
ENSMUSG00000003410	Elavl3	R2C	mmu_circ_0001085	Ralgapa2	1
